0.896804,-0.111379,1.028765
0.879289,-0.056153,1.028765
0.862273,-0.000927,1.028765
0.845757,0.054299,1.028765
0.829740,0.109524,1.028765
0.814222,0.164750,1.028765
0.799204,0.219976,1.028765
0.784685,0.275202,1.028765
0.770665,0.330428,1.028765
0.757144,0.385653,1.028765
0.744123,0.440879,1.028765
0.731601,0.496105,1.028765
0.719579,0.551331,1.028765
0.708055,0.606557,1.028765
0.697032,0.661782,1.028765
0.686507,0.717008,1.028765
0.676482,0.772234,1.028765
0.666956,0.827460,1.028765
0.657929,0.882686,1.028765
0.649402,0.937911,1.028765
0.641374,0.993137,1.028765
0.633845,1.048363,1.028765
0.626816,1.103589,1.028765
0.620286,1.158814,1.028765
0.614255,1.214040,1.028765
0.608723,1.269266,1.028765
0.603691,1.324492,1.028765
0.599158,1.379718,1.028765
0.595125,1.434943,1.028765
0.591591,1.490169,1.028765
0.588556,1.545395,1.028765
0.586020,1.600621,1.028765
0.583984,1.655847,1.028765
0.582447,1.711072,1.028765
0.581409,1.766298,1.028765
0.580871,1.821524,1.028765
0.580832,1.876750,1.028765
0.581292,1.931976,1.028765
0.582252,1.987201,1.028765
0.583711,2.042427,1.028765
0.585669,2.097653,1.028765
0.588127,2.152879,1.028765
0.591084,2.208105,1.028765
0.594540,2.263330,1.028765
0.598496,2.318556,1.028765
0.602950,2.373782,1.028765
0.607905,2.429008,1.028765
0.613358,2.484233,1.028765
0.619311,2.539459,1.028765
0.625763,2.594685,1.028765
0.632714,2.649911,1.028765
0.874226,-0.111379,0.976476
0.856711,-0.056153,0.976476
0.839695,-0.000927,0.976476
0.823178,0.054299,0.976476
0.807161,0.109524,0.976476
0.791644,0.164750,0.976476
0.776625,0.219976,0.976476
0.762106,0.275202,0.976476
0.748086,0.330428,0.976476
0.734566,0.385653,0.976476
0.721545,0.440879,0.976476
0.709023,0.496105,0.976476
0.697000,0.551331,0.976476
0.685477,0.606557,0.976476
0.674453,0.661782,0.976476
0.663928,0.717008,0.976476
0.653903,0.772234,0.976476
0.644377,0.827460,0.976476
0.635351,0.882686,0.976476
0.626823,0.937911,0.976476
0.618795,0.993137,0.976476
0.611266,1.048363,0.976476
0.604237,1.103589,0.976476
0.597707,1.158814,0.976476
0.591676,1.214040,0.976476
0.586145,1.269266,0.976476
0.581113,1.324492,0.976476
0.576580,1.379718,0.976476
0.572546,1.434943,0.976476
0.569012,1.490169,0.976476
0.565977,1.545395,0.976476
0.563442,1.600621,0.976476
0.561405,1.655847,0.976476
0.559869,1.711072,0.976476
0.558831,1.766298,0.976476
0.558293,1.821524,0.976476
0.558254,1.876750,0.976476
0.558714,1.931976,0.976476
0.559674,1.987201,0.976476
0.561133,2.042427,0.976476
0.563091,2.097653,0.976476
0.565548,2.152879,0.976476
0.568505,2.208105,0.976476
0.571962,2.263330,0.976476
0.575917,2.318556,0.976476
0.580372,2.373782,0.976476
0.585326,2.429008,0.976476
0.590780,2.484233,0.976476
0.596732,2.539459,0.976476
0.603184,2.594685,0.976476
0.610136,2.649911,0.976476
0.617587,2.705137,0.976476
0.870109,-0.166605,0.924187
0.852095,-0.111379,0.924187
0.834580,-0.056153,0.924187
0.817564,-0.000927,0.924187
0.801048,0.054299,0.924187
0.785030,0.109524,0.924187
0.769513,0.164750,0.924187
0.754494,0.219976,0.924187
0.739975,0.275202,0.924187
0.725955,0.330428,0.924187
0.712435,0.385653,0.924187
0.699414,0.440879,0.924187
0.686892,0.496105,0.924187
0.674869,0.551331,0.924187
0.663346,0.606557,0.924187
0.652322,0.661782,0.924187
0.641798,0.717008,0.924187
0.631772,0.772234,0.924187
0.622246,0.827460,0.924187
0.613220,0.882686,0.924187
0.604692,0.937911,0.924187
0.596664,0.993137,0.924187
0.589136,1.048363,0.924187
0.582106,1.103589,0.924187
0.575576,1.158814,0.924187
0.569545,1.214040,0.924187
0.564014,1.269266,0.924187
0.558982,1.324492,0.924187
0.554449,1.379718,0.924187
0.550415,1.434943,0.924187
0.546881,1.490169,0.924187
0.543846,1.545395,0.924187
0.541311,1.600621,0.924187
0.539275,1.655847,0.924187
0.537738,1.711072,0.924187
0.536700,1.766298,0.924187
0.536162,1.821524,0.924187
0.536123,1.876750,0.924187
0.536583,1.931976,0.924187
0.537543,1.987201,0.924187
0.539002,2.042427,0.924187
0.540960,2.097653,0.924187
0.543418,2.152879,0.924187
0.546374,2.208105,0.924187
0.549831,2.263330,0.924187
0.553786,2.318556,0.924187
0.558241,2.373782,0.924187
0.563195,2.429008,0.924187
0.568649,2.484233,0.924187
0.574601,2.539459,0.924187
0.581054,2.594685,0.924187
0.588005,2.649911,0.924187
0.595456,2.705137,0.924187
0.603406,2.760362,0.924187
0.866939,-0.221830,0.871898
0.848426,-0.166605,0.871898
0.830411,-0.111379,0.871898
0.812896,-0.056153,0.871898
0.795881,-0.000927,0.871898
0.779364,0.054299,0.871898
0.763347,0.109524,0.871898
0.747829,0.164750,0.871898
0.732811,0.219976,0.871898
0.718292,0.275202,0.871898
0.704272,0.330428,0.871898
0.690752,0.385653,0.871898
0.677730,0.440879,0.871898
0.665209,0.496105,0.871898
0.653186,0.551331,0.871898
0.641663,0.606557,0.871898
0.630639,0.661782,0.871898
0.620114,0.717008,0.871898
0.610089,0.772234,0.871898
0.600563,0.827460,0.871898
